pag,titulo,direccion,moneda,valor,tipo_inmueble,tipo_contrato,valor_en_pesos,direccion_procesada,latitude,longitude,place_id
https://portalinmobiliario.com/MLC-1561262147-departamento-nuevo-en-valle-volcanes-gc-incluidos-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento Nuevo En Valle Volcanes G/c Incluidos,"Puerto Montt, Los Lagos",$,590000,Departamentos,Arriendo,590000.0,"Puerto Montt, Los Lagos",-41.4693622,-72.94244050000002,ChIJB_QgaU06GJYR38mleVrxo4Y
https://portalinmobiliario.com/MLC-2811705870-arriendo-amoblado-valle-volcanes-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arriendo Amoblado Valle Volcanes,"Volcan Corcovado 5600, La Paloma, Puerto Montt, Los Lagos",$,500000,Departamentos,Arriendo,500000.0,"Volcan Corcovado 5600, La Paloma, Puerto Montt, Los Lagos",-41.456036,-72.9162277,ChIJbwocVIk6GJYR5Ift75zQ0js
https://portalinmobiliario.com/MLC-2808762070-depto-2d-2b-exclusivo-condominio-terramar-vista-al-mar-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Depto 2d 2b Exclusivo Condominio Terramar Vista Al Mar.,"Ruta 7 1715, Puerto Montt, Puerto Montt, Los Lagos",$,650000,Departamentos,Arriendo,650000.0,"Ruta 7 1715, Puerto Montt, Puerto Montt, Los Lagos",-41.4864641,-72.9023206,ChIJdUEqjQg6GJYRdCuoLq7Zra0
https://portalinmobiliario.com/MLC-1555111435-departamento-en-arriendo-de-2d2b-en-condominio-puerto-montt-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Arriendo De 2d2b En Condominio Puerto Montt,"Condominio Lomas De Reloncavi, Puerto Montt, Los Lagos",UF,16,Departamentos,Arriendo,614984.0,"Condominio Lomas De Reloncavi, Puerto Montt, Los Lagos",-41.4777414,-72.9036292,ChIJ5UwIgKg7GJYRTx2bwvsS7Hw
https://portalinmobiliario.com/MLC-2823828430-departamento-en-arriendo-de-2-dorm-en-puerto-montt-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Arriendo De 2 Dorm. En Puerto Montt,"Cond, Ed. Altavista Iii, Puerto Montt, Los Lagos",$,500000,Departamentos,Arriendo,500000.0,"Cond, Ed. Altavista Iii, Puerto Montt, Los Lagos",-41.4693622,-72.94244050000002,ChIJB_QgaU06GJYR38mleVrxo4Y
https://portalinmobiliario.com/MLC-1565589591-dpto-nuevo-en-condominio-terraza-mirador-av-austral-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,"Dpto Nuevo En Condominio Terraza Mirador, Av. Austral","Dpto Nuevo En Condominio Terraza Mirador, Avenida Austral, La Paloma, Puerto Montt, Los Lagos",$,700000,Departamentos,Arriendo,700000.0,"Dpto Nuevo En Condominio Terraza Mirador, Avenida Austral, La Paloma, Puerto Montt, Los Lagos",-41.44891,-72.92139999999999,ChIJW4XJjeo7GJYRb7ZJ0e-kjRY
https://portalinmobiliario.com/MLC-2827101642-dpto-nuevo-condominio-terraza-mirador-av-austral-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Dpto Nuevo Condominio Terraza Mirador - Av. Austral,"Dpto Nuevo Condominio Terraza Mirador - Av. Austral, La Paloma, Puerto Montt, Los Lagos",$,700000,Departamentos,Arriendo,700000.0,"Dpto Nuevo Condominio Terraza Mirador - Av. Austral, La Paloma, Puerto Montt, Los Lagos",-41.44891,-72.92139999999999,ChIJW4XJjeo7GJYRb7ZJ0e-kjRY
https://portalinmobiliario.com/MLC-2820295804-se-arrienda-depto-2d1b-amoblado-puerto-montt-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Se Arrienda Depto 2d/1b Amoblado Puerto Montt,"Condominio Alta Vista, condominio alta vista, Puerto Montt, Los Lagos",$,550000,Departamentos,Arriendo,550000.0,"Condominio Alta Vista, condominio alta vista, Puerto Montt, Los Lagos",-41.4523387,-72.9405822,ChIJff2nfuM6GJYR9dM6QWg9lmE
https://portalinmobiliario.com/MLC-2797431678-departamento-en-arriendo-de-2-dorm-en-puerto-montt-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Arriendo De 2 Dorm. En Puerto Montt,"Cercana A Colegio Pumahue Y Outlet Paseo Alerce, La Paloma, Puerto Montt, Los Lagos",$,580000,Departamentos,Arriendo,580000.0,"Cercana A Colegio Pumahue Y Outlet Paseo Alerce, La Paloma, Puerto Montt, Los Lagos",-41.4422644,-72.910775,ChIJg2PpwS87GJYRM_db7NLXpUo
https://portalinmobiliario.com/MLC-2803499218-departamento-en-arriendo-nuevo-de-2d-y-2b-en-puerto-montt-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,"Departamento En Arriendo, Nuevo De 2d Y 2b En Puerto Montt","Departamento Nuevo En Valle Volcanes, Puerto Montt, Los Lagos",$,500000,Departamentos,Arriendo,500000.0,"Departamento Nuevo En Valle Volcanes, Puerto Montt, Los Lagos",-41.4571932,-72.90897939999999,ChIJASlTRoY6GJYRRJa0ymHWJCI
